stamp,d005es16583,d005es16640,d005es16661,d005es16701,d005es16732,d005es16756,d005es16802,d005es16831,d005es16885,d005es16919
2015-01-16 11:00:00,49,44,48,28,54,58,57,55,52,56
2015-01-16 11:05:00,46,36,48,29,36,52,49,54,49,55
2015-01-16 11:10:00,38,35,50,31,38,45,53,54,52,57
2015-01-16 11:15:00,41,23,47,22,33,42,44,53,51,56
2015-01-16 11:20:00,41,23,46,16,23,35,45,54,51,56
2015-01-16 11:25:00,43,17,36,17,23,29,30,51,34,52
2015-01-16 11:30:00,43,14,36,18,21,23,38,49,29,28
2015-01-16 11:35:00,44,16,21,12,13,20,34,47,34,26
2015-01-16 11:40:00,43,14,26,13,15,16,12,24,32,22
2015-01-16 11:45:00,21,8,21,12,15,20,12,23,23,14
2015-01-16 11:50:00,18,4,6,7,10,13,9,29,27,17
2015-01-16 11:55:00,22,3,6,5,7,7,5,13,21,20
2015-01-16 12:00:00,40,17,15,5,7,5,3,7,11,10
2015-01-16 12:05:00,42,20,36,15,14,15,3,8,8,6
2015-01-16 12:10:00,40,25,35,17,16,21,18,26,14,7
2015-01-16 12:15:00,38,24,35,15,16,24,19,47,31,18
2015-01-16 12:20:00,38,26,42,16,16,24,19,28,33,21
2015-01-16 12:25:00,39,24,37,14,18,26,20,36,27,20
2015-01-16 12:30:00,43,33,46,18,19,22,14,36,32,22
2015-01-16 12:35:00,46,40,47,14,21,29,20,31,28,20
2015-01-16 12:40:00,47,40,48,18,17,27,22,39,31,20
2015-01-16 12:45:00,45,35,48,22,25,32,23,30,30,25
2015-01-16 12:50:00,43,36,48,15,20,29,38,46,27,22
2015-01-16 12:55:00,42,29,48,18,18,26,33,48,32,25
2015-01-16 13:00:00,42,26,39,20,22,32,34,52,48,57
2015-01-16 13:05:00,44,21,39,17,22,31,55,57,53,58
2015-01-16 13:10:00,45,13,35,18,22,40,59,60,56,61
2015-01-16 13:15:00,43,13,29,14,19,45,60,59,55,60
2015-01-16 13:20:00,42,14,36,18,20,31,52,54,51,57
2015-01-16 13:25:00,43,15,28,16,18,34,46,57,53,58
2015-01-16 13:30:00,42,15,29,13,14,18,23,40,48,55
2015-01-16 13:35:00,42,19,32,13,14,18,11,19,29,55
2015-01-16 13:40:00,42,18,35,17,14,17,11,19,22,24
2015-01-16 13:45:00,43,17,34,14,17,19,13,20,18,12
2015-01-16 13:50:00,43,13,30,15,15,20,18,23,21,15
2015-01-16 13:55:00,41,22,32,13,15,17,14,22,26,20
2015-01-16 14:00:00,40,17,30,13,15,15,14,20,21,16
2015-01-16 14:05:00,41,19,32,13,14,17,12,18,20,14
2015-01-16 14:10:00,41,17,30,14,14,18,11,18,21,15
2015-01-16 14:15:00,42,18,29,12,13,17,11,20,18,12
2015-01-16 14:20:00,41,20,29,13,14,13,9,17,21,15
2015-01-16 14:25:00,43,20,31,13,13,15,11,15,16,11
2015-01-16 14:30:00,41,19,32,15,14,15,10,17,16,12
2015-01-16 14:35:00,40,25,36,15,14,17,13,17,19,11
2015-01-16 14:40:00,36,19,34,16,15,15,11,18,20,15
2015-01-16 14:45:00,34,14,29,14,22,18,12,17,20,15
2015-01-16 14:50:00,39,17,28,12,12,15,12,21,21,13
2015-01-16 14:55:00,35,15,28,13,13,14,11,21,21,15
2015-01-16 15:00:00,42,27,35,13,13,12,10,16,18,13
2015-01-16 15:05:00,36,21,32,15,14,15,10,13,13,10
2015-01-16 15:10:00,36,18,27,12,11,16,12,17,17,12
2015-01-16 15:15:00,37,16,28,12,13,9,9,15,21,14
2015-01-16 15:20:00,38,16,30,13,12,11,6,16,15,10
2015-01-16 15:25:00,34,17,34,14,13,12,9,12,14,10
2015-01-16 15:30:00,38,23,33,13,12,14,10,14,15,8
2015-01-16 15:35:00,34,20,37,16,14,11,10,17,22,10
2015-01-16 15:40:00,42,20,29,12,12,13,10,17,18,12
2015-01-16 15:45:00,36,21,35,19,12,10,6,15,23,11
2015-01-16 15:50:00,27,16,31,14,13,15,8,10,14,10
2015-01-16 15:55:00,36,16,26,10,11,11,7,12,14,10
2015-01-16 16:00:00,38,20,29,12,11,8,5,10,15,9
2015-01-16 16:05:00,34,20,28,11,14,10,7,12,11,8
2015-01-16 16:10:00,35,15,29,15,14,11,8,12,13,7
2015-01-16 16:15:00,33,15,29,13,12,11,8,15,17,9
2015-01-16 16:20:00,44,32,41,29,28,26,24,28,32,29
2015-01-16 16:25:00,37,18,28,16,18,17,12,17,21,15
2015-01-16 16:30:00,31,15,30,10,11,9,7,12,15,9
2015-01-16 16:35:00,27,15,23,9,11,9,5,11,17,10
2015-01-16 16:40:00,32,13,24,9,10,8,5,8,12,9
2015-01-16 16:45:00,36,16,29,12,11,9,5,10,11,7
2015-01-16 16:50:00,41,21,30,12,12,13,6,9,13,9
2015-01-16 16:55:00,40,24,32,12,12,12,8,10,13,9
2015-01-16 17:00:00,38,25,33,13,13,15,9,14,13,9
2015-01-16 17:05:00,41,19,32,12,13,19,8,15,17,9
2015-01-16 17:10:00,40,23,29,12,12,13,12,22,20,12
2015-01-16 17:15:00,39,20,25,12,13,14,10,19,23,16
2015-01-16 17:20:00,41,20,29,11,11,10,8,17,21,15
2015-01-16 17:25:00,41,23,30,12,12,13,7,13,16,12
2015-01-16 17:30:00,35,20,33,17,13,12,9,16,15,9
2015-01-16 17:35:00,42,22,32,10,12,12,16,23,17,11
2015-01-16 17:40:00,43,25,30,11,10,9,7,19,25,14
2015-01-16 17:45:00,41,30,38,13,11,12,9,15,17,15
2015-01-16 17:50:00,39,21,31,13,15,14,13,24,20,12
2015-01-16 17:55:00,42,25,34,12,12,14,15,27,26,18
2015-01-16 18:00:00,37,22,38,15,14,20,9,19,25,18
2015-01-16 18:05:00,41,19,30,12,11,18,13,21,19,13
2015-01-16 18:10:00,44,18,31,12,13,16,12,24,25,17
2015-01-16 18:15:00,43,21,33,12,14,17,16,21,23,17
2015-01-16 18:20:00,39,26,38,13,16,15,16,23,25,16
2015-01-16 18:25:00,42,23,41,16,18,19,12,26,24,16
2015-01-16 18:30:00,43,21,38,16,20,28,13,22,25,24
2015-01-16 18:35:00,45,26,37,16,21,26,15,30,23,19
2015-01-16 18:40:00,46,37,45,14,19,22,18,28,26,22
2015-01-16 18:45:00,50,42,45,15,21,26,15,34,42,14
2015-01-16 18:50:00,46,39,46,28,31,26,32,52,41,14
2015-01-16 18:55:00,43,43,50,39,46,52,52,50,32,29
2015-01-16 19:00:00,52,49,57,50,51,53,55,50,28,27
2015-01-16 19:05:00,53,44,57,52,48,51,51,48,31,30
2015-01-16 19:10:00,54,50,55,45,49,50,54,50,35,42
2015-01-16 19:15:00,54,51,53,48,53,53,60,55,38,45
2015-01-16 19:20:00,55,49,54,51,57,57,58,55,51,61
2015-01-16 19:25:00,57,53,62,52,59,58,64,62,60,65
2015-01-16 19:30:00,60,55,62,54,56,60,59,59,57,62
2015-01-16 19:35:00,58,53,61,45,58,58,62,60,57,63
2015-01-16 19:40:00,59,59,63,52,60,59,65,62,59,62
2015-01-16 19:45:00,60,58,62,55,60,60,64,60,56,63
2015-01-16 19:50:00,62,61,63,48,58,62,66,62,61,65
2015-01-16 19:55:00,61,60,63,51,59,61,68,62,60,65
2015-01-16 20:00:00,61,61,64,57,61,63,65,62,58,64
2015-01-16 20:05:00,62,60,63,55,59,60,63,60,59,65
2015-01-16 20:10:00,61,60,63,51,59,62,65,63,61,65
2015-01-16 20:15:00,61,61,64,55,60,62,63,62,60,65
2015-01-16 20:20:00,60,60,63,56,61,62,65,61,58,64
2015-01-16 20:25:00,61,62,63,58,62,63,66,61,60,65
2015-01-16 20:30:00,61,60,62,52,62,62,64,61,59,64
2015-01-16 20:35:00,61,62,65,54,58,62,68,64,59,63
2015-01-16 20:40:00,60,57,61,55,58,62,63,58,55,62
2015-01-16 20:45:00,58,59,63,53,58,62,63,60,58,64
2015-01-16 20:50:00,60,60,64,56,58,64,65,62,58,64
2015-01-16 20:55:00,62,64,65,51,59,62,65,61,58,62
2015-01-16 21:00:00,63,58,63,49,62,59,65,60,54,60
2015-01-16 21:05:00,61,58,62,56,57,61,64,60,57,59
2015-01-16 21:10:00,59,59,62,55,62,62,67,61,56,59
2015-01-16 21:15:00,62,61,63,56,58,62,62,62,57,60
2015-01-16 21:20:00,61,63,64,57,59,63,65,62,58,60
2015-01-16 21:25:00,61,60,64,54,58,61,63,62,56,61
2015-01-16 21:30:00,63,61,65,55,64,64,67,62,58,62
2015-01-16 21:35:00,63,61,64,56,63,64,65,62,59,66
2015-01-16 21:40:00,62,62,65,56,62,64,66,63,61,66
2015-01-16 21:45:00,61,63,66,59,61,63,70,64,59,66
2015-01-16 21:50:00,62,60,64,58,63,62,65,61,58,64
2015-01-16 21:55:00,60,57,62,54,58,61,63,60,58,64
2015-01-16 22:00:00,63,62,64,60,62,66,67,62,61,67
2015-01-16 22:05:00,63,61,64,63,60,64,64,63,60,66
2015-01-16 22:10:00,62,63,64,63,61,63,67,62,58,64
2015-01-16 22:15:00,61,61,63,61,61,63,65,60,60,66
2015-01-16 22:20:00,62,61,65,56,60,65,65,63,62,67
2015-01-16 22:25:00,62,61,63,62,61,65,66,62,61,66
2015-01-16 22:30:00,62,62,64,60,63,64,68,62,61,67
2015-01-16 22:35:00,62,65,65,63,61,63,63,62,59,65
2015-01-16 22:40:00,63,63,64,61,63,63,68,63,61,69
2015-01-16 22:45:00,63,64,65,62,62,64,69,64,61,67
2015-01-16 22:50:00,61,61,64,59,61,66,67,64,60,65
2015-01-16 22:55:00,60,62,64,64,63,65,69,66,63,66
2015-01-16 23:00:00,64,63,66,59,62,65,65,64,61,67
2015-01-16 23:05:00,64,64,66,62,62,67,70,63,62,67
2015-01-16 23:10:00,62,65,67,64,62,67,67,64,61,64
2015-01-16 23:15:00,63,63,65,60,59,63,65,63,61,65
2015-01-16 23:20:00,64,62,65,61,59,64,62,65,63,67
2015-01-16 23:25:00,65,64,66,62,63,67,67,65,63,66
2015-01-16 23:30:00,64,65,65,62,61,66,68,63,64,67
2015-01-16 23:35:00,65,66,65,60,63,66,68,62,62,66
2015-01-16 23:40:00,65,67,66,58,63,68,71,66,62,67
2015-01-16 23:45:00,64,66,65,62,65,67,67,63,62,66
2015-01-16 23:50:00,64,65,66,63,62,66,63,64,63,68
2015-01-16 23:55:00,65,66,67,65,65,66,69,68,64,66
2015-01-17 00:00:00,65,65,68,62,63,64,72,66,64,68
2015-01-17 00:05:00,64,65,65,63,60,63,69,65,64,66
2015-01-17 00:10:00,66,64,65,60,61,65,63,62,59,64
2015-01-17 00:15:00,61,63,66,61,56,66,69,67,65,67
2015-01-17 00:20:00,65,65,67,60,62,67,69,66,65,66
2015-01-17 00:25:00,64,68,66,61,64,65,71,66,64,67
2015-01-17 00:30:00,66,66,66,59,59,68,65,66,62,68
2015-01-17 00:35:00,67,66,68,59,62,65,64,65,61,66
2015-01-17 00:40:00,63,66,66,61,57,67,66,64,63,66
2015-01-17 00:45:00,63,65,65,60,54,65,67,65,63,66
2015-01-17 00:50:00,67,66,67,61,63,65,68,64,65,66
2015-01-17 00:55:00,66,66,65,62,58,66,67,65,63,67
2015-01-17 01:00:00,64,60,65,59,56,60,61,61,60,68
2015-01-17 01:05:00,65,64,64,56,63,64,65,66,63,68
2015-01-17 01:10:00,68,59,68,60,59,66,61,62,61,65
2015-01-17 01:15:00,64,64,66,58,61,63,65,63,63,65
2015-01-17 01:20:00,63,64,66,61,69,65,68,63,64,67
2015-01-17 01:25:00,66,66,67,58,69,67,67,63,62,65
2015-01-17 01:30:00,64,67,64,60,58,65,69,64,64,65
2015-01-17 01:35:00,65,65,67,58,62,65,64,64,63,66
2015-01-17 01:40:00,64,64,67,58,62,61,67,65,63,65
2015-01-17 01:45:00,64,65,67,59,55,66,60,66,64,67
2015-01-17 01:50:00,66,64,64,59,63,66,70,66,63,66
2015-01-17 01:55:00,66,63,69,63,67,65,73,64,64,67
2015-01-17 02:00:00,66,65,66,59,66,62,65,65,64,67
2015-01-17 02:05:00,66,65,66,60,58,64,71,67,65,69
2015-01-17 02:10:00,68,67,67,62,68,69,73,68,63,68
2015-01-17 02:15:00,67,64,67,59,64,66,70,66,65,63
2015-01-17 02:20:00,64,64,64,64,66,66,70,65,63,67
2015-01-17 02:25:00,65,67,67,60,69,65,73,66,63,66
2015-01-17 02:30:00,66,65,68,60,59,66,65,61,61,63
2015-01-17 02:35:00,66,62,65,57,60,68,65,63,64,67
2015-01-17 02:40:00,67,66,69,59,55,70,69,65,62,64
2015-01-17 02:45:00,64,61,64,58,58,64,67,64,64,67
2015-01-17 02:50:00,67,65,67,63,61,67,67,63,65,67
2015-01-17 02:55:00,65,66,67,58,58,66,65,65,65,67
2015-01-17 03:00:00,67,66,70,63,57,66,61,66,62,62
2015-01-17 03:05:00,63,57,68,63,56,64,50,59,58,63
2015-01-17 03:10:00,64,66,66,60,62,65,72,67,63,67
2015-01-17 03:15:00,60,59,67,60,58,63,60,61,57,64
2015-01-17 03:20:00,65,61,69,57,51,70,69,62,67,69
2015-01-17 03:25:00,61,60,67,61,62,69,66,66,64,66
2015-01-17 03:30:00,64,60,64,59,54,61,64,65,62,65
2015-01-17 03:35:00,62,65,66,61,60,66,67,64,65,68
2015-01-17 03:40:00,65,64,68,59,57,68,69,63,62,68
2015-01-17 03:45:00,66,60,65,63,61,62,65,63,62,65
2015-01-17 03:50:00,66,62,65,62,66,67,63,65,63,65
2015-01-17 03:55:00,67,64,65,59,55,67,65,66,62,67
2015-01-17 04:00:00,65,56,70,62,59,64,59,63,66,65
2015-01-17 04:05:00,63,58,64,59,63,64,61,63,64,65
2015-01-17 04:10:00,63,60,66,62,68,67,62,66,66,68
2015-01-17 04:15:00,65,63,66,60,54,69,63,66,61,66
2015-01-17 04:20:00,63,61,65,62,55,65,48,57,62,65
2015-01-17 04:25:00,63,63,65,58,59,65,66,61,64,68
2015-01-17 04:30:00,65,66,67,59,63,69,73,65,67,67
2015-01-17 04:35:00,66,65,68,63,65,72,74,69,66,67
2015-01-17 04:40:00,66,65,66,64,55,68,61,62,63,65
2015-01-17 04:45:00,66,61,67,62,52,67,68,62,60,65
2015-01-17 04:50:00,64,64,67,62,63,67,67,64,63,67
2015-01-17 04:55:00,67,66,70,61,65,67,70,68,66,68
2015-01-17 05:00:00,65,65,67,56,58,67,66,64,63,65
2015-01-17 05:05:00,64,59,67,57,54,66,64,65,63,66
2015-01-17 05:10:00,67,63,67,54,60,68,63,65,64,66
2015-01-17 05:15:00,66,68,68,55,65,68,69,65,64,68
2015-01-17 05:20:00,66,65,68,58,63,69,69,64,65,67
2015-01-17 05:25:00,66,67,67,60,64,69,66,67,67,69
2015-01-17 05:30:00,67,67,69,59,66,70,68,66,67,67
2015-01-17 05:35:00,64,65,67,57,66,66,67,67,66,67
2015-01-17 05:40:00,66,68,68,57,67,67,69,66,65,67
2015-01-17 05:45:00,65,65,68,57,63,66,66,66,64,66
2015-01-17 05:50:00,64,63,69,55,59,69,67,65,65,69
2015-01-17 05:55:00,63,66,67,58,60,69,70,67,68,69
2015-01-17 06:00:00,66,69,68,58,58,66,69,67,65,67
2015-01-17 06:05:00,66,64,66,58,62,65,65,65,64,66
2015-01-17 06:10:00,65,65,67,59,60,67,67,66,65,67
2015-01-17 06:15:00,64,66,67,60,60,67,66,66,66,69
2015-01-17 06:20:00,66,67,68,60,61,67,70,67,64,67
2015-01-17 06:25:00,64,66,66,53,65,67,69,64,63,65
2015-01-17 06:30:00,64,64,66,57,63,66,68,65,63,65
2015-01-17 06:35:00,64,66,66,58,64,67,64,66,64,67
2015-01-17 06:40:00,63,64,67,55,61,65,67,66,64,67
2015-01-17 06:45:00,65,66,66,55,60,68,62,65,61,65
2015-01-17 06:50:00,65,68,69,56,66,70,69,67,64,68
2015-01-17 06:55:00,65,66,66,57,66,68,66,66,63,68
2015-01-17 07:00:00,65,65,67,58,60,67,67,67,64,68
2015-01-17 07:05:00,64,64,66,56,68,67,68,67,63,66
2015-01-17 07:10:00,64,65,68,54,62,67,62,63,59,65
2015-01-17 07:15:00,63,64,66,54,64,67,68,65,63,67
2015-01-17 07:20:00,64,63,65,57,60,64,64,63,62,67
2015-01-17 07:25:00,64,66,67,56,64,65,67,63,62,66
2015-01-17 07:30:00,64,64,65,57,63,66,63,62,60,65
2015-01-17 07:35:00,63,64,66,58,65,66,66,64,63,67
2015-01-17 07:40:00,62,64,66,57,64,65,67,62,61,66
2015-01-17 07:45:00,62,65,66,56,64,65,67,64,62,66
2015-01-17 07:50:00,64,66,66,58,66,66,65,64,62,66
2015-01-17 07:55:00,64,64,67,55,63,66,65,64,62,65
2015-01-17 08:00:00,64,66,66,55,63,69,65,61,61,66
2015-01-17 08:05:00,62,67,68,52,62,66,68,64,64,68
2015-01-17 08:10:00,63,65,66,55,63,66,66,64,64,68
2015-01-17 08:15:00,64,66,67,56,58,67,66,64,63,67
2015-01-17 08:20:00,62,66,66,56,64,66,64,63,61,66
2015-01-17 08:25:00,61,66,67,57,64,67,67,62,63,67
2015-01-17 08:30:00,63,64,67,55,64,65,66,62,62,67
2015-01-17 08:35:00,63,63,66,56,62,66,70,64,63,67
2015-01-17 08:40:00,62,64,67,56,65,66,67,63,62,67
2015-01-17 08:45:00,64,63,67,57,63,67,67,64,63,68
2015-01-17 08:50:00,64,64,67,56,60,66,68,63,63,67
2015-01-17 08:55:00,61,63,66,54,63,63,65,63,62,67
2015-01-17 09:00:00,61,62,65,56,64,64,67,63,61,66
2015-01-17 09:05:00,62,63,64,57,65,64,66,62,62,67
2015-01-17 09:10:00,61,62,65,56,62,64,64,61,59,64
2015-01-17 09:15:00,60,60,63,54,61,62,63,61,60,65
2015-01-17 09:20:00,60,61,65,53,59,64,67,62,60,66
2015-01-17 09:25:00,57,58,64,57,60,61,64,59,56,62
2015-01-17 09:30:00,57,56,63,53,55,61,59,57,55,60
2015-01-17 09:35:00,56,55,61,55,59,60,58,57,56,63
2015-01-17 09:40:00,57,58,64,52,59,60,57,58,54,62
2015-01-17 09:45:00,58,58,64,56,60,62,64,60,58,64
2015-01-17 09:50:00,59,58,64,55,63,62,64,61,59,65
2015-01-17 09:55:00,60,58,64,56,64,63,65,62,60,64
2015-01-17 10:00:00,58,59,64,56,59,63,62,59,57,63
2015-01-17 10:05:00,57,58,64,54,65,64,63,61,59,66
2015-01-17 10:10:00,57,59,64,56,60,63,62,60,58,63
2015-01-17 10:15:00,57,55,64,54,57,61,62,59,58,63
2015-01-17 10:20:00,55,55,62,54,59,58,60,57,55,62
2015-01-17 10:25:00,54,54,61,53,56,58,60,58,54,61
2015-01-17 10:30:00,56,55,62,54,57,60,61,57,57,62
2015-01-17 10:35:00,55,55,60,52,56,60,55,54,51,61
2015-01-17 10:40:00,54,54,61,55,57,60,58,57,53,63
2015-01-17 10:45:00,54,56,62,55,53,57,57,56,50,62
2015-01-17 10:50:00,55,57,63,55,55,56,59,56,54,62
2015-01-17 10:55:00,51,56,62,55,59,60,58,56,54,61
2015-01-17 11:00:00,54,54,61,53,57,59,57,56,54,61
2015-01-17 11:05:00,52,51,61,53,56,58,57,56,55,62
2015-01-17 11:10:00,52,56,64,55,60,59,62,59,55,62
2015-01-17 11:15:00,56,55,62,52,55,58,60,58,53,61
2015-01-17 11:20:00,54,53,62,55,59,59,60,59,56,62
2015-01-17 11:25:00,55,56,64,55,58,58,60,58,57,64
2015-01-17 11:30:00,57,58,63,56,59,60,64,58,55,64
2015-01-17 11:35:00,58,59,63,53,56,57,61,59,56,63
2015-01-17 11:40:00,55,56,62,52,57,57,56,54,39,58
2015-01-17 11:45:00,51,51,60,48,55,56,53,53,42,60
2015-01-17 11:50:00,55,56,60,51,57,58,62,59,56,64
2015-01-17 11:55:00,56,58,62,53,60,60,61,61,59,64
2015-01-17 12:00:00,54,55,63,54,59,58,60,58,56,62
2015-01-17 12:05:00,55,57,62,54,59,59,60,57,53,62
2015-01-17 12:10:00,51,54,62,51,58,58,61,59,56,63
2015-01-17 12:15:00,54,54,62,48,58,60,61,59,57,63
2015-01-17 12:20:00,57,57,65,55,62,62,64,61,57,63
2015-01-17 12:25:00,56,55,61,50,61,61,65,64,58,64
2015-01-17 12:30:00,54,53,62,54,58,58,63,59,52,62
2015-01-17 12:35:00,54,50,61,51,57,58,60,57,56,62
2015-01-17 12:40:00,45,45,61,52,55,58,61,58,55,63
2015-01-17 12:45:00,52,54,63,51,58,57,59,58,54,62
2015-01-17 12:50:00,54,52,61,49,57,57,60,58,50,62
2015-01-17 12:55:00,55,53,62,46,58,58,61,58,55,61
2015-01-17 13:00:00,56,54,62,45,54,55,54,56,51,59
2015-01-17 13:05:00,55,55,62,48,56,58,63,59,56,62
2015-01-17 13:10:00,57,58,63,51,58,60,61,57,50,60
2015-01-17 13:15:00,53,55,61,44,54,53,56,55,38,56
2015-01-17 13:20:00,55,52,59,48,54,54,57,52,31,34
2015-01-17 13:25:00,52,51,60,52,54,55,55,50,31,22
2015-01-17 13:30:00,53,51,58,50,54,52,50,52,33,18
2015-01-17 13:35:00,52,49,56,49,51,50,48,50,31,21
2015-01-17 13:40:00,54,48,54,38,53,50,51,51,29,19
2015-01-17 13:45:00,53,51,59,52,57,54,50,49,34,17
2015-01-17 13:50:00,54,52,58,52,52,52,49,49,32,22
2015-01-17 13:55:00,51,48,58,55,53,51,53,49,28,17
2015-01-17 14:00:00,52,52,59,54,53,54,51,49,33,15
2015-01-17 14:05:00,51,51,59,50,54,52,51,49,27,17
2015-01-17 14:10:00,50,48,53,43,52,52,51,51,26,18
2015-01-17 14:15:00,52,47,52,47,54,54,50,50,32,17
2015-01-17 14:20:00,51,51,57,53,52,52,50,48,28,17
2015-01-17 14:25:00,54,52,59,55,54,55,52,49,32,15
2015-01-17 14:30:00,52,53,61,51,54,54,52,48,31,16
2015-01-17 14:35:00,52,50,58,52,51,51,47,48,32,16
2015-01-17 14:40:00,50,49,59,51,54,53,50,48,29,16
2015-01-17 14:45:00,52,51,60,52,54,53,51,49,27,15
2015-01-17 14:50:00,44,43,58,50,53,52,49,48,29,16
2015-01-17 14:55:00,45,45,53,51,53,53,48,49,28,16
2015-01-17 15:00:00,46,44,58,54,56,56,49,48,27,15
2015-01-17 15:05:00,46,43,57,53,54,56,51,48,30,17
2015-01-17 15:10:00,46,42,58,55,56,56,51,50,26,17
2015-01-17 15:15:00,45,44,59,53,55,54,50,49,26,17
2015-01-17 15:20:00,43,35,57,53,55,53,51,49,27,16
2015-01-17 15:25:00,43,43,58,52,52,52,42,48,25,17
2015-01-17 15:30:00,44,40,57,54,54,54,48,47,26,17
2015-01-17 15:35:00,44,47,57,49,49,50,42,45,29,19
2015-01-17 15:40:00,45,41,51,50,49,51,45,47,25,17
2015-01-17 15:45:00,44,42,56,51,53,51,48,48,27,17
2015-01-17 15:50:00,45,45,55,51,51,51,30,43,27,19
2015-01-17 15:55:00,45,43,55,51,50,48,23,38,25,16
2015-01-17 16:00:00,43,32,53,49,49,49,43,47,24,17
2015-01-17 16:05:00,43,33,54,44,48,48,44,47,27,19
2015-01-17 16:10:00,45,35,50,42,50,48,42,45,25,18
2015-01-17 16:15:00,43,37,49,38,50,50,46,46,27,17
2015-01-17 16:20:00,43,35,51,36,47,49,44,44,26,16
2015-01-17 16:25:00,44,41,55,47,48,47,46,44,27,18
2015-01-17 16:30:00,43,39,50,46,47,47,47,46,25,18
2015-01-17 16:35:00,44,42,52,45,44,45,43,45,24,17
2015-01-17 16:40:00,44,36,54,47,48,48,47,44,25,16
2015-01-17 16:45:00,43,32,54,48,48,47,45,44,25,16
2015-01-17 16:50:00,42,34,54,47,48,46,43,43,25,20
2015-01-17 16:55:00,46,41,50,41,45,44,32,42,25,18
2015-01-17 17:00:00,48,40,51,44,46,43,42,45,27,18
2015-01-17 17:05:00,49,39,52,44,48,45,44,45,25,18
2015-01-17 17:10:00,49,41,52,45,43,45,45,46,25,17
2015-01-17 17:15:00,47,40,47,40,44,43,46,44,27,21
2015-01-17 17:20:00,48,44,51,43,45,44,45,45,28,19
2015-01-17 17:25:00,49,39,49,42,40,41,46,44,27,19
2015-01-17 17:30:00,47,40,49,33,40,42,46,42,28,19
2015-01-17 17:35:00,47,39,48,38,43,44,42,42,26,19
2015-01-17 17:40:00,45,38,47,36,36,38,40,43,28,20
2015-01-17 17:45:00,48,38,46,33,40,39,40,42,23,23
2015-01-17 17:50:00,49,40,47,27,34,39,43,44,24,19
2015-01-17 17:55:00,48,39,45,21,36,41,41,43,26,22
2015-01-17 18:00:00,47,36,44,21,31,40,32,43,29,19
2015-01-17 18:05:00,47,38,47,32,33,37,43,44,27,24
2015-01-17 18:10:00,43,35,44,26,34,40,43,44,27,26
2015-01-17 18:15:00,47,41,48,27,35,38,43,44,28,23
2015-01-17 18:20:00,46,35,50,31,34,39,46,44,27,22
2015-01-17 18:25:00,48,39,48,26,30,39,39,43,27,26
2015-01-17 18:30:00,49,40,48,26,30,37,38,43,30,28
2015-01-17 18:35:00,52,40,47,24,26,32,36,45,28,36
2015-01-17 18:40:00,49,41,48,25,25,34,29,46,32,40
2015-01-17 18:45:00,49,41,49,30,29,32,43,44,33,49
2015-01-17 18:50:00,48,40,50,29,35,40,43,48,42,50
2015-01-17 18:55:00,48,42,50,38,43,47,46,47,42,48
2015-01-17 19:00:00,49,44,52,44,46,49,46,48,42,49
2015-01-17 19:05:00,49,42,51,41,40,47,46,48,41,50
2015-01-17 19:10:00,51,45,52,31,33,41,46,47,39,49
2015-01-17 19:15:00,49,43,52,33,35,37,48,48,35,50
2015-01-17 19:20:00,49,40,47,22,31,37,50,50,46,54
2015-01-17 19:25:00,48,39,48,36,39,44,52,52,49,54
2015-01-17 19:30:00,51,47,53,42,51,52,51,51,50,57
2015-01-17 19:35:00,53,46,54,48,48,51,52,52,51,56
2015-01-17 19:40:00,52,45,54,48,48,49,51,52,49,54
2015-01-17 19:45:00,50,45,54,40,47,48,50,54,52,56
2015-01-17 19:50:00,52,46,58,48,52,55,54,57,53,58
2015-01-17 19:55:00,55,51,60,52,53,56,55,55,53,59
2015-01-17 20:00:00,52,47,59,54,54,56,57,56,55,59
2015-01-17 20:05:00,54,50,61,48,53,55,58,56,55,59
2015-01-17 20:10:00,54,52,61,53,54,58,57,57,55,58
2015-01-17 20:15:00,54,50,57,50,53,55,57,55,55,60
2015-01-17 20:20:00,56,52,58,53,57,59,58,57,56,61
2015-01-17 20:25:00,55,54,61,54,56,56,58,55,54,59
2015-01-17 20:30:00,54,50,58,53,56,57,59,56,55,60
2015-01-17 20:35:00,56,54,61,55,58,59,61,58,55,59
2015-01-17 20:40:00,56,52,61,51,56,58,58,56,55,59
2015-01-17 20:45:00,57,53,60,51,57,57,59,57,55,59
2015-01-17 20:50:00,57,52,59,51,56,57,58,56,55,58
2015-01-17 20:55:00,58,51,59,51,54,56,57,55,52,57
2015-01-17 21:00:00,55,49,58,53,55,59,57,55,55,59
2015-01-17 21:05:00,57,54,61,54,54,57,56,56,54,59
2015-01-17 21:10:00,55,51,58,52,54,56,55,54,53,58
2015-01-17 21:15:00,53,48,57,49,54,57,54,54,54,60
2015-01-17 21:20:00,54,50,58,51,53,56,55,55,52,57
2015-01-17 21:25:00,55,50,58,52,56,57,57,55,54,59
2015-01-17 21:30:00,57,54,60,54,58,58,56,56,54,59
2015-01-17 21:35:00,57,52,59,52,56,57,55,57,54,59
2015-01-17 21:40:00,55,50,59,52,58,59,56,56,53,59
2015-01-17 21:45:00,53,51,58,52,54,56,54,54,53,58
2015-01-17 21:50:00,55,51,59,52,56,57,54,55,53,57
2015-01-17 21:55:00,57,56,60,53,55,58,54,55,52,57
2015-01-17 22:00:00,56,53,59,57,57,59,55,57,53,58
2015-01-17 22:05:00,56,55,59,57,57,56,57,56,52,57
